Time,#Frame,HeadQRotationX,HeadQRotationY,HeadQRotationZ,HeadQRotationW,HeadEulX,HeadEulY,HeadEulZ,FMS,Condition
2025-06-23 12:29:29.070,1,-0.04361941,3.572875e-07,1.559951e-08,0.9990483,355.0,4.098114e-05,-2.04333e-13,6,NB
2025-06-23 12:29:29.610,2,-0.04361941,1.627656e-07,7.106503e-09,0.9990483,355.0,1.866934e-05,-1.532498e-13,6,NB
2025-06-23 12:29:29.649,3,0.04361941,-1.627656e-07,-7.106503e-09,-0.9990483,355.0,1.866934e-05,-1.532498e-13,6,NB
2025-06-23 12:29:29.748,4,-0.0001102599,0.1909647,-0.006477254,-0.9815756,0.1541436,337.9823,0.7261724,6,NB
2025-06-23 12:29:29.888,5,0.001758018,0.1920561,-0.005892192,-0.9813647,359.932,337.8535,0.7013215,6,NB
2025-06-23 12:29:30.000,6,0.003753861,0.1931232,-0.006478759,-0.981146,359.7213,337.7272,0.8115243,6,NB
2025-06-23 12:29:30.118,7,0.006413595,0.193919,-0.0065718,-0.9809746,359.4251,337.6315,0.8813439,6,NB
2025-06-23 12:29:30.235,8,0.006301699,0.1946664,-0.0071077,-0.9808236,359.4503,337.544,0.9395214,6,NB
2025-06-23 12:29:30.359,9,0.005937444,0.194682,-0.008384301,-0.9808127,359.5197,337.542,1.074894,6,NB
2025-06-23 12:29:30.489,10,0.006237986,0.1953653,-0.0100062,-0.9806597,359.523,337.461,1.264247,6,NB
2025-06-23 12:29:30.604,11,0.006356256,0.1948394,-0.01002395,-0.9807634,359.5094,337.5223,1.268629,6,NB
2025-06-23 12:29:30.728,12,0.006636197,0.1950959,-0.009241574,-0.9807183,359.4608,337.4923,1.187085,6,NB
2025-06-23 12:29:30.849,13,0.006988322,0.1940933,-0.00881983,-0.9809186,359.4106,337.6091,1.14696,6,NB
2025-06-23 12:29:30.971,14,0.007462261,0.1936164,-0.007937093,-0.9810169,359.3372,337.6647,1.057953,6,NB
2025-06-23 12:29:31.092,15,0.008212802,0.1928595,-0.007043666,-0.9811668,359.2322,337.7527,0.9735811,6,NB
2025-06-23 12:29:31.212,16,0.01012577,0.1933155,-0.006361889,-0.9810638,359.0025,337.6975,0.9397077,6,NB
2025-06-23 12:29:31.338,17,0.01088174,0.1931278,-0.007183854,-0.981087,358.9355,337.7176,1.048701,6,NB
2025-06-23 12:29:31.463,18,0.01120573,0.1931544,-0.006985713,-0.9810796,358.8948,337.7142,1.033632,6,NB
2025-06-23 12:29:31.595,19,0.01085806,0.1925595,-0.006431627,-0.9812042,358.921,337.7848,0.9629641,6,NB
2025-06-23 12:29:31.673,20,0.009944928,0.1919578,-0.005637593,-0.9813367,359.0056,337.857,0.8528795,6,NB
2025-06-23 12:29:31.793,21,0.0131297,0.1926675,-0.006679799,-0.9811536,358.6712,337.7685,1.041238,6,NB
2025-06-23 12:29:31.914,22,0.03125779,0.1925193,-0.0104289,-0.9807399,356.7154,337.7346,1.86502,6,NB
2025-06-23 12:29:31.989,23,0.04829139,0.192545,-0.01381265,-0.9800019,354.8748,337.6512,2.628087,6,NB
2025-06-23 12:29:32.041,24,0.05753103,0.1924909,-0.01557075,-0.9794871,353.8745,337.6011,3.035429,6,NB
2025-06-23 12:29:32.086,25,0.06599227,0.1921558,-0.0175563,-0.9789858,352.9657,337.5781,3.450682,6,NB
2025-06-23 12:29:32.134,26,0.07165043,0.1919257,-0.01838254,-0.978618,352.3466,337.5623,3.672461,6,NB
2025-06-23 12:29:32.186,27,0.07571612,0.1919553,-0.01999267,-0.9782744,351.9251,337.5183,3.948951,6,NB
2025-06-23 12:29:32.232,28,0.08346907,0.1922007,-0.02185957,-0.9775551,351.0955,337.4151,4.34353,6,NB
2025-06-23 12:29:32.286,29,0.08698605,0.1923718,-0.0228586,-0.977192,350.7229,337.3575,4.541286,6,NB
2025-06-23 12:29:32.335,30,0.09325963,0.1919431,-0.02444456,-0.9766592,350.0504,337.3389,4.865952,6,NB
2025-06-23 12:29:32.386,31,0.1004393,0.1917107,-0.02618006,-0.9759476,349.28,337.2819,5.232818,6,NB
2025-06-23 12:29:32.439,32,0.1065271,0.1916772,-0.02797197,-0.9752588,348.6349,337.2056,5.584026,6,NB
2025-06-23 12:29:32.489,33,0.1145825,0.192054,-0.02962517,-0.9742221,347.7675,337.0551,5.975228,6,NB
2025-06-23 12:29:32.538,34,0.1196811,0.191925,-0.03080044,-0.9735979,347.2193,336.9976,6.234896,6,NB
2025-06-23 12:29:32.588,35,0.127627,0.1911292,-0.03261727,-0.9726856,346.3604,336.9724,6.632256,6,NB
2025-06-23 12:29:32.636,36,0.1302536,0.1902404,-0.0332674,-0.9724896,346.0732,337.0362,6.760769,6,NB
2025-06-23 12:29:32.684,37,0.1373381,0.1881833,-0.03552262,-0.9718351,345.3111,337.1567,7.169957,6,NB
2025-06-23 12:29:32.733,38,0.1399345,0.1871583,-0.03643536,-0.9716289,345.0313,337.2304,7.325719,6,NB
2025-06-23 12:29:32.783,39,0.1464563,0.1871247,-0.03768722,-0.970626,344.3236,337.1229,7.638106,6,NB
2025-06-23 12:29:32.832,40,0.1533108,0.1868604,-0.03987076,-0.9695306,343.5978,337.0175,8.066235,6,NB
2025-06-23 12:29:32.881,41,0.1588553,0.1865832,-0.04113333,-0.9686382,342.9985,336.9429,8.355627,6,NB
2025-06-23 12:29:32.931,42,0.1686204,0.1861196,-0.04299545,-0.9669943,341.9344,336.8045,8.829022,6,NB
2025-06-23 12:29:32.979,43,0.1756945,0.1855461,-0.0442257,-0.9657888,341.1582,336.7272,9.157715,6,NB
2025-06-23 12:29:33.028,44,0.1882634,0.1849296,-0.04642594,-0.9634328,339.7823,336.5244,9.760664,6,NB
2025-06-23 12:29:33.077,45,0.1949911,0.1848938,-0.04709256,-0.9620682,339.0364,336.3814,10.03513,6,NB
2025-06-23 12:29:33.124,46,0.2105743,0.1839408,-0.04969417,-0.9588299,337.3235,336.1107,10.79159,6,NB
2025-06-23 12:29:33.172,47,0.2189809,0.1837683,-0.0507146,-0.9569247,336.3932,335.9167,11.17218,6,NB
2025-06-23 12:29:33.219,48,0.2309197,0.1832441,-0.05229593,-0.9541295,335.0714,335.6546,11.73415,6,NB
2025-06-23 12:29:33.265,49,0.2433024,0.182422,-0.05454055,-0.9510792,333.7109,335.3782,12.39913,6,NB
2025-06-23 12:29:33.312,50,0.255786,0.1820012,-0.05696054,-0.9477366,332.3479,335.0164,13.12061,6,NB
2025-06-23 12:29:33.361,51,0.2641512,0.1821189,-0.0592443,-0.9452761,331.4574,334.6865,13.71108,6,NB
2025-06-23 12:29:33.408,52,0.2811932,0.1817251,-0.06278399,-0.940194,329.6067,334.0816,14.79433,6,NB
2025-06-23 12:29:33.454,53,0.2897984,0.1810925,-0.06479871,-0.9375626,328.6718,333.8006,15.37408,6,NB
2025-06-23 12:29:33.499,54,0.3006814,0.1799951,-0.06677764,-0.934202,327.4691,333.4794,16.04382,6,NB
2025-06-23 12:29:33.543,55,0.3185999,0.1783427,-0.07037199,-0.9282974,325.4997,332.8589,17.24311,6,NB
2025-06-23 12:29:33.587,56,0.3272665,0.177956,-0.07217732,-0.9252129,324.5569,332.472,17.87309,6,NB
2025-06-23 12:29:33.629,57,0.3376741,0.1776403,-0.07448006,-0.9213431,323.4327,331.9535,18.67812,6,NB
2025-06-23 12:29:33.674,58,0.3529806,0.1765394,-0.07796828,-0.9155105,321.7725,331.213,19.90024,6,NB
2025-06-23 12:29:33.717,59,0.362252,0.1757699,-0.08028297,-0.9118296,320.7725,330.7327,20.69515,6,NB
2025-06-23 12:29:33.760,60,0.3791051,0.1744597,-0.08349262,-0.9049156,318.9297,329.8159,22.07929,6,NB
2025-06-23 12:29:33.804,61,0.3798451,0.1742866,-0.08315558,-0.9046696,318.831,329.8126,22.07123,6,NB
2025-06-23 12:29:33.848,62,0.3798651,0.1735083,-0.08259685,-0.904862,318.7924,329.9482,21.95646,6,NB
2025-06-23 12:29:33.892,63,0.3806711,0.1727405,-0.08211025,-0.9047145,318.6673,330.0324,21.90126,6,NB
2025-06-23 12:29:33.935,64,0.3808176,0.1732481,-0.08158913,-0.9046029,318.6462,329.977,21.86565,6,NB
2025-06-23 12:29:33.977,65,0.3806559,0.1734737,-0.08118209,-0.9046643,318.657,329.9743,21.81163,6,NB
2025-06-23 12:29:34.020,66,0.380728,0.1731895,-0.08131474,-0.9046766,318.6463,330.0039,21.81955,6,NB
2025-06-23 12:29:34.062,67,0.3807886,0.1732624,-0.08135425,-0.9046336,318.6424,329.9881,21.83252,6,NB
2025-06-23 12:29:34.107,68,0.3810913,0.1735625,-0.08151555,-0.9044339,318.6202,329.9198,21.88914,6,NB
2025-06-23 12:29:34.151,69,0.3814673,0.1737229,-0.08117559,-0.9042753,318.5704,329.8911,21.87482,6,NB
2025-06-23 12:29:34.193,70,0.3818014,0.1736232,-0.08098882,-0.9041702,318.5242,329.8944,21.86529,6,NB
2025-06-23 12:29:34.238,71,0.3821863,0.1736555,-0.07999435,-0.9040898,318.4496,329.9151,21.75549,6,NB
2025-06-23 12:29:34.281,72,0.3823414,0.1730108,-0.07922785,-0.9042153,318.3925,330.0348,21.62682,6,NB
2025-06-23 12:29:34.325,73,0.3821026,0.1728715,-0.07825706,-0.9044274,318.3858,330.1161,21.47169,6,NB
2025-06-23 12:29:34.369,74,0.3817421,0.1729383,-0.07811667,-0.904579,318.424,330.1347,21.43336,6,NB
2025-06-23 12:29:34.413,75,0.3812921,0.1729506,-0.07815126,-0.9047635,318.4766,330.1578,21.41055,6,NB
2025-06-23 12:29:34.459,76,0.3808697,0.1727398,-0.07835016,-0.9049643,318.5261,330.2029,21.40035,6,NB
2025-06-23 12:29:34.501,77,0.3808359,0.1730004,-0.07868835,-0.9048995,318.5466,330.1514,21.458,6,NB
2025-06-23 12:29:34.544,78,0.3809167,0.1734179,-0.07929267,-0.9047328,318.5662,330.0581,21.56731,6,NB
2025-06-23 12:29:34.552,79,0.3809465,0.173585,-0.07943735,-0.9046756,318.5713,330.0257,21.59761,6,NB
2025-06-23 12:29:34.566,80,0.3809544,0.1737639,-0.0795947,-0.9046241,318.5796,329.9922,21.62888,6,NB
2025-06-23 12:29:34.643,81,0.3816546,0.1744328,-0.08017354,-0.9041489,318.534,329.8278,21.7868,6,NB
2025-06-23 12:29:34.654,82,0.3817009,0.1743948,-0.08032329,-0.9041234,318.5326,329.8232,21.80819,6,NB
2025-06-23 12:29:34.710,83,0.3812497,0.1743142,-0.08004365,-0.904354,318.5731,329.8749,21.73733,6,NB
2025-06-23 12:29:34.744,84,0.3812686,0.1740589,-0.07997517,-0.9044014,318.5628,329.9134,21.71591,6,NB
2025-06-23 12:29:34.777,85,0.381217,0.1740305,-0.08000911,-0.9044256,318.5691,329.9188,21.71581,6,NB
2025-06-23 12:29:34.822,86,0.3813876,0.1743656,-0.08021308,-0.9042711,318.564,329.8513,21.77181,6,NB
2025-06-23 12:29:34.854,87,0.3815482,0.1750616,-0.08020166,-0.9040698,318.5618,329.7435,21.81658,6,NB
2025-06-23 12:29:34.889,88,0.3815287,0.1756202,-0.08033916,-0.9039575,318.5816,329.6588,21.86309,6,NB
2025-06-23 12:29:34.934,89,0.381602,0.1755049,-0.08061883,-0.903924,318.5795,329.6573,21.89989,6,NB
2025-06-23 12:29:34.967,90,0.3808071,0.1754723,-0.08010916,-0.9043109,318.6527,329.7339,21.77834,6,NB
2025-06-23 12:29:35.000,91,0.3797911,0.1752849,-0.08025728,-0.9047612,318.7684,329.8135,21.72477,6,NB
2025-06-23 12:29:35.044,92,0.3785797,0.1751206,-0.07947432,-0.9053696,318.8773,329.9454,21.53393,6,NB
2025-06-23 12:29:35.077,93,0.3768196,0.1742136,-0.07933582,-0.9062906,319.052,330.1825,21.35955,6,NB
2025-06-23 12:29:35.109,94,0.3762521,0.1735519,-0.07940562,-0.9066471,319.1036,330.3053,21.30039,6,NB
2025-06-23 12:29:35.155,95,0.3759733,0.1730782,-0.07923049,-0.9068686,319.119,330.3965,21.23538,6,NB
2025-06-23 12:29:35.200,96,0.3750193,0.1721779,-0.07937581,-0.9074221,319.2115,330.5709,21.15124,6,NB
2025-06-23 12:29:35.232,97,0.3749571,0.1705669,-0.0790666,-0.907779,319.1725,330.8162,21.02354,6,NB
2025-06-23 12:29:35.266,98,0.3755675,0.1697319,-0.07896963,-0.9076915,319.081,330.9041,21.00454,6,NB
2025-06-23 12:29:35.298,99,0.3754522,0.1692499,-0.0784466,-0.9078746,319.0672,331.0037,20.90177,6,NB
2025-06-23 12:29:35.331,100,0.3746086,0.1683681,-0.07805902,-0.9084203,319.132,331.1939,20.75352,6,NB
2025-06-23 12:29:35.382,101,0.3748103,0.1668038,-0.07814872,-0.9086179,319.0767,331.3991,20.69782,6,NB
2025-06-23 12:29:35.408,102,0.3750095,0.1673615,-0.07803094,-0.9084433,319.0628,331.315,20.72211,6,NB
2025-06-23 12:29:35.442,103,0.3748916,0.166168,-0.07778825,-0.9087318,319.0424,331.5017,20.62093,6,NB
2025-06-23 12:29:35.476,104,0.3737234,0.164203,-0.07672841,-0.9096598,319.1013,331.8944,20.30719,6,NB
2025-06-23 12:29:35.519,105,0.3732468,0.1607215,-0.07595487,-0.9105418,319.0577,332.449,19.99564,6,NB
2025-06-23 12:29:35.553,106,0.3737867,0.1563163,-0.07475465,-0.9111863,318.8671,333.1014,19.63484,6,NB
2025-06-23 12:29:35.586,107,0.3731765,0.1471159,-0.07338623,-0.9130777,318.7089,334.5036,18.93502,6,NB
2025-06-23 12:29:35.619,108,0.3710865,0.1356516,-0.0714763,-0.9158519,318.675,336.3277,17.96277,6,NB
2025-06-23 12:29:35.664,109,0.3693821,0.1212881,-0.0643674,-0.9190773,318.4428,338.8085,16.13248,6,NB
2025-06-23 12:29:35.696,110,0.368427,0.1057695,-0.05911019,-0.921727,318.1891,341.3351,14.52247,6,NB
2025-06-23 12:29:35.728,111,0.36996,0.09803469,-0.05324718,-0.9223252,317.7779,342.6985,13.33164,6,NB
2025-06-23 12:29:35.772,112,0.3703087,0.09240947,-0.04752373,-0.9230784,317.5564,343.8065,12.21834,6,NB
2025-06-23 12:29:35.806,113,0.3700774,0.0876905,-0.04558564,-0.9237289,317.4909,344.6012,11.6709,6,NB
2025-06-23 12:29:35.839,114,0.3688786,0.08099525,-0.04235518,-0.9249728,317.5036,345.7828,10.79601,6,NB
2025-06-23 12:29:35.872,115,0.366877,0.07787317,-0.04138229,-0.9260803,317.6956,346.3448,10.42192,6,NB
2025-06-23 12:29:35.905,116,0.3661616,0.07088442,-0.03824627,-0.9270591,317.6634,347.5441,9.564449,6,NB
