Time,#Frame,HeadQRotationX,HeadQRotationY,HeadQRotationZ,HeadQRotationW,HeadEulX,HeadEulY,HeadEulZ,FMS,Condition
2025-07-15 16:19:35.491,1,-0.04361941,3.572875e-07,1.559951e-08,0.9990483,355.0,4.098114e-05,-2.04333e-13,0,NB
2025-07-15 16:19:35.998,2,-0.04361941,1.627656e-07,7.106503e-09,0.9990483,355.0,1.866934e-05,-1.532498e-13,0,NB
2025-07-15 16:19:36.035,3,0.04361941,-1.627656e-07,-7.106503e-09,-0.9990483,355.0,1.866934e-05,-1.532498e-13,0,NB
2025-07-15 16:19:36.144,4,0.007773376,-0.05211913,-0.01138709,-0.9985458,359.0425,5.965185,1.256818,0,NB
2025-07-15 16:19:36.251,5,-0.01141749,-0.04260855,-0.01166028,-0.9989586,1.250152,4.899886,1.390993,0,NB
2025-07-15 16:19:36.337,6,-0.01750289,-0.04488934,-0.01310671,-0.9987527,1.93613,5.173789,1.591192,0,NB
2025-07-15 16:19:36.432,7,-0.01001561,-0.04400777,-0.01919127,-0.9987966,1.049602,5.066325,2.247973,0,NB
2025-07-15 16:19:36.516,8,-0.00766262,-0.03695343,-0.01978287,-0.9990918,0.7935279,4.252386,2.298175,0,NB
2025-07-15 16:19:36.604,9,-0.01698028,-0.04397136,-0.01478563,-0.9987791,1.869251,5.070675,1.779031,0,NB
2025-07-15 16:19:36.692,10,-0.01555561,-0.04841141,-0.01561635,-0.9985843,1.693632,5.578765,1.874417,0,NB
2025-07-15 16:19:36.781,11,-0.01367212,-0.0559263,-0.01430506,-0.9982389,1.472436,6.435451,1.724802,0,NB
2025-07-15 16:19:36.871,12,-0.008570161,-0.05851704,-0.01987887,-0.9980518,0.8468865,6.728202,2.331878,0,NB
2025-07-15 16:19:36.961,13,-0.0002429596,-0.0600359,-0.01948799,-0.998006,359.8937,6.882985,2.230945,0,NB
2025-07-15 16:19:37.048,14,0.02310814,-0.05591481,-0.02758595,-0.9977869,357.18,6.340734,3.011089,0,NB
2025-07-15 16:19:37.139,15,0.04009394,-0.04771997,-0.03720026,-0.9973623,355.2087,5.309086,4.049858,0,NB
2025-07-15 16:19:37.238,16,0.05398635,-0.03501249,-0.03822758,-0.9971952,353.6647,3.790286,4.180889,0,NB
2025-07-15 16:19:37.326,17,0.07091161,-0.02537847,-0.03541076,-0.9965308,351.7711,2.638414,3.880362,0,NB
2025-07-15 16:19:37.415,18,0.09197105,-0.02150836,-0.02538119,-0.9952059,349.3883,2.223949,2.715283,0,NB
2025-07-15 16:19:37.497,19,0.09484018,-0.02198525,-0.02208921,-0.9950047,349.0645,2.309222,2.322456,0,NB
2025-07-15 16:19:37.582,20,0.0850702,-0.02874554,-0.01928657,-0.9957735,350.1814,3.139598,1.949441,0,NB
2025-07-15 16:19:37.663,21,0.07726023,-0.03056054,-0.02236151,-0.9962917,351.065,3.333325,2.311037,0,NB
2025-07-15 16:19:37.747,22,0.06830445,-0.02372222,-0.02333437,-0.9971095,352.1071,2.552888,2.505038,0,NB
2025-07-15 16:19:37.832,23,0.062202,-0.01576455,-0.02289459,-0.9976765,352.8287,1.65225,2.525632,0,NB
2025-07-15 16:19:37.915,24,0.05794691,-0.01650457,-0.02146514,-0.9979525,353.3176,1.757088,2.361802,0,NB
2025-07-15 16:19:37.996,25,0.0565767,-0.01835526,-0.02181513,-0.9979912,353.4698,1.970873,2.392016,0,NB
2025-07-15 16:19:38.062,26,0.05407706,-0.01973892,-0.02346705,-0.9980659,353.7498,2.125236,2.577794,0,NB
2025-07-15 16:19:38.143,27,0.05644692,-0.02218698,-0.02303309,-0.9978935,353.4726,2.404386,2.507373,0,NB
2025-07-15 16:19:38.237,28,0.06349105,-0.02322521,-0.02689224,-0.9973497,352.652,2.479837,2.929806,0,NB
2025-07-15 16:19:38.320,29,0.08130813,-0.02105181,-0.03132861,-0.9959742,350.6026,2.139962,3.42741,0,NB
2025-07-15 16:19:38.393,30,0.0968667,-0.01482859,-0.03732432,-0.9944869,348.827,1.300313,4.171552,0,NB
2025-07-15 16:19:38.439,31,0.11334,-0.009890805,-0.03841116,-0.9927644,346.9501,0.6429431,4.357926,0,NB
2025-07-15 16:19:38.487,32,0.1133759,-0.008286131,-0.04170624,-0.992642,346.9516,0.4113136,4.764739,0,NB
2025-07-15 16:19:38.534,33,0.1119437,-0.005765078,-0.04684846,-0.992593,347.1283,0.05618519,5.39815,0,NB
2025-07-15 16:19:38.581,34,0.113646,-0.002753609,-0.04880836,-0.992318,346.9492,359.6689,5.669654,0,NB
2025-07-15 16:19:38.627,35,0.1148698,0.0002136825,-0.04923711,-0.9921597,346.8255,359.3094,5.761832,0,NB
2025-07-15 16:19:38.677,36,0.121815,0.0004206164,-0.04961423,-0.9913121,346.0266,359.2371,5.823916,0,NB
2025-07-15 16:19:38.723,37,0.1311572,-0.002069593,-0.04799565,-0.990197,344.9334,359.4962,5.616632,0,NB
2025-07-15 16:19:38.772,38,0.1353989,-0.002990782,-0.04782985,-0.9896315,344.4383,359.5817,5.591169,0,NB
2025-07-15 16:19:38.817,39,0.1324901,-0.0007389652,-0.04585843,-0.9901227,344.7857,359.3654,5.388384,0,NB
2025-07-15 16:19:38.865,40,0.1253061,0.00225783,-0.04155902,-0.9912449,345.6272,359.1192,4.912626,0,NB
2025-07-15 16:19:38.912,41,0.1327933,0.004999136,-0.03717621,-0.9904338,344.7712,358.8256,4.456213,0,NB
2025-07-15 16:19:38.957,42,0.1475752,0.003646959,-0.03211782,-0.9885226,343.0505,359.0003,3.870817,0,NB
2025-07-15 16:19:39.004,43,0.1669775,-0.0009470381,-0.02764452,-0.9855728,340.7804,359.5531,3.289026,0,NB
2025-07-15 16:19:39.050,44,0.1779081,-0.003702703,-0.02688507,-0.9836729,339.5001,359.8604,3.156396,0,NB
2025-07-15 16:19:39.093,45,0.1866358,-0.002680646,-0.02390421,-0.9821348,338.4858,359.7747,2.831289,0,NB
2025-07-15 16:19:39.139,46,0.19309,0.002012427,-0.01914021,-0.9809924,337.743,359.2979,2.373622,0,NB
2025-07-15 16:19:39.183,47,0.1980471,0.008042593,-0.01476026,-0.9800484,337.1727,358.6565,1.996954,0,NB
2025-07-15 16:19:39.227,48,0.2060289,0.01478786,-0.01193752,-0.9783614,336.2474,357.8803,1.843954,0,NB
2025-07-15 16:19:39.274,49,0.2160106,0.01996222,-0.009125931,-0.9761446,335.0801,357.2878,1.670691,0,NB
2025-07-15 16:19:39.316,50,0.2286718,0.02261543,-0.007592672,-0.9732113,333.5927,356.9605,1.607257,0,NB
2025-07-15 16:19:39.360,51,0.237576,0.0230243,-0.006235594,-0.9710761,332.5405,356.9198,1.48855,0,NB
2025-07-15 16:19:39.403,52,0.246931,0.02248788,-0.005467984,-0.9687569,331.433,356.98,1.41582,0,NB
2025-07-15 16:19:39.446,53,0.2550028,0.019104,-0.005163449,-0.9667379,330.4723,357.3935,1.299071,0,NB
2025-07-15 16:19:39.490,54,0.2635457,0.01422135,-0.006272741,-0.9645218,329.4551,357.9545,1.303812,0,NB
2025-07-15 16:19:39.532,55,0.2739871,0.009661842,-0.004725174,-0.9616733,328.205,358.5726,0.9695997,0,NB
2025-07-15 16:19:39.573,56,0.2909456,0.006442553,-0.002635002,-0.9567145,326.1742,359.044,0.60631,0,NB
2025-07-15 16:19:39.615,57,0.3050168,0.005923124,-0.00298619,-0.952324,324.4851,359.0776,0.6547167,0,NB
2025-07-15 16:19:39.657,58,0.317701,0.006585286,-0.004660226,-0.9481567,322.9581,358.891,0.9347504,0,NB
2025-07-15 16:19:39.699,59,0.3292828,0.006961478,-0.006488721,-0.9441835,321.5584,358.7256,1.231805,0,NB
2025-07-15 16:19:39.742,60,0.3372191,0.007213268,-0.01031161,-0.9413422,320.6002,358.4772,1.800459,0,NB
2025-07-15 16:19:39.782,61,0.3496018,0.008414322,-0.01532426,-0.9367353,319.1023,357.9925,2.623062,0,NB
2025-07-15 16:19:39.833,62,0.3657792,0.01108434,-0.0225819,-0.9303618,317.1475,357.0957,3.92076,0,NB
2025-07-15 16:19:39.862,63,0.3765089,0.01523432,-0.02871298,-0.9258427,315.869,356.019,5.166943,0,NB
2025-07-15 16:19:39.901,64,0.3902082,0.01998699,-0.03505499,-0.9198421,314.2372,354.7258,6.59212,0,NB
2025-07-15 16:19:39.937,65,0.4003621,0.02225085,-0.03630394,-0.9153673,313.0011,354.1254,7.098474,0,NB
2025-07-15 16:19:39.974,66,0.4037474,0.02345897,-0.03659073,-0.9138376,312.5911,353.8568,7.28519,0,NB
2025-07-15 16:19:40.012,67,0.408854,0.02273106,-0.03548486,-0.9116263,311.9412,353.9485,7.158227,0,NB
2025-07-15 16:19:40.050,68,0.4183491,0.02113427,-0.03303189,-0.9074395,310.7244,354.1945,6.833841,0,NB
2025-07-15 16:19:40.088,69,0.4189321,0.01866873,-0.0295633,-0.9073443,310.6127,354.8308,6.110469,0,NB
2025-07-15 16:19:40.125,70,0.4320291,0.01596013,-0.02889517,-0.9012556,308.9391,355.0953,6.016392,0,NB
2025-07-15 16:19:40.162,71,0.4415979,0.01345679,-0.02743112,-0.8966928,307.7006,355.4643,5.7322,0,NB
2025-07-15 16:19:40.198,72,0.4445038,0.01248605,-0.02608923,-0.89531,307.3177,355.6909,5.472565,0,NB
2025-07-15 16:19:40.234,73,0.4457664,0.01190391,-0.02491983,-0.8947232,307.1477,355.8674,5.245258,0,NB
2025-07-15 16:19:40.271,74,0.4447203,0.01117869,-0.02295558,-0.8953056,307.2684,356.1714,4.835724,0,NB
2025-07-15 16:19:40.307,75,0.4425277,0.009612634,-0.0194267,-0.896493,307.5264,356.7598,4.08005,0,NB
2025-07-15 16:19:40.344,76,0.4402525,0.007530701,-0.01643463,-0.8976922,307.7982,357.3823,3.380286,0,NB
2025-07-15 16:19:40.381,77,0.4390071,0.005591605,-0.01307778,-0.8983712,307.9418,357.9934,2.648041,0,NB
2025-07-15 16:19:40.418,78,0.4378903,0.003416322,-0.008745349,-0.8989794,308.0708,358.7175,1.739272,0,NB
2025-07-15 16:19:40.455,79,0.4364684,0.002118597,-0.006196477,-0.8996959,308.2468,359.1465,1.203228,0,NB
2025-07-15 16:19:40.492,80,0.4340833,0.0009990269,-0.004943134,-0.9008588,308.5481,359.4399,0.8986302,0,NB
2025-07-15 16:19:40.528,81,0.4310899,-0.001206454,-0.004499542,-0.9022971,308.9265,359.8448,0.6455976,0,NB
2025-07-15 16:19:40.566,82,0.4287916,-0.00366128,-0.005162683,-0.9033815,309.2165,0.1982474,0.5607659,0,NB
2025-07-15 16:19:40.602,83,0.4259751,-0.005866676,-0.006813107,-0.9046903,309.5714,0.4326746,0.6592245,0,NB
2025-07-15 16:19:40.640,84,0.4217088,-0.007247534,-0.009466034,-0.906653,310.1086,0.4587502,0.9829748,0,NB
2025-07-15 16:19:40.676,85,0.4197386,-0.006143488,-0.01212536,-0.9075434,310.3582,0.08600176,1.491149,0,NB
2025-07-15 16:19:40.713,86,0.4194412,-0.003743188,-0.01385372,-0.9076692,310.4006,359.5733,1.946019,0,NB
2025-07-15 16:19:40.751,87,0.419543,-0.001601766,-0.01613972,-0.9075907,310.3947,359.0597,2.472121,0,NB
2025-07-15 16:19:40.788,88,0.4191578,-0.001901011,-0.01744173,-0.907744,310.4438,359.0133,2.656986,0,NB
2025-07-15 16:19:40.824,89,0.4178597,-0.003097101,-0.01725071,-0.9083425,310.6039,359.2261,2.531911,0,NB
2025-07-15 16:19:40.927,90,0.4172009,-0.004616581,-0.01691597,-0.9086453,310.6827,359.4968,2.364081,0,NB
2025-07-15 16:19:40.944,91,0.4169191,-0.007620927,-0.01540506,-0.9087812,310.7108,0.08838779,1.901744,0,NB
2025-07-15 16:19:40.981,92,0.4191148,-0.01046286,-0.01346511,-0.9077732,310.4295,0.6810989,1.385125,0,NB
2025-07-15 16:19:40.988,93,0.4196924,-0.01143857,-0.01297647,-0.9075016,310.3557,0.87326,1.234528,0,NB
2025-07-15 16:19:41.018,94,0.4218383,-0.01529511,-0.01172027,-0.9064664,310.0821,1.587767,0.7425023,0,NB
2025-07-15 16:19:41.063,95,0.4220727,-0.01976473,-0.009188293,-0.9063,310.0563,2.499861,-0.002635786,0,NB
2025-07-15 16:19:41.097,96,0.4210358,-0.02131699,-0.006565678,-0.9067699,310.1957,2.942468,359.4635,0,NB
2025-07-15 16:19:41.129,97,0.4195872,-0.02120394,-0.004732952,-0.9074551,310.3845,3.053334,359.1861,0,NB
2025-07-15 16:19:41.163,98,0.418279,-0.0208373,-0.004354813,-0.9080693,310.5504,3.015519,359.1607,0,NB
2025-07-15 16:19:41.185,99,0.4177897,-0.02058549,-0.004909868,-0.9082974,310.6101,2.931866,359.271,0,NB
2025-07-15 16:19:41.219,100,0.4177185,-0.02037731,-0.00556876,-0.9083309,310.6168,2.849811,359.3921,0,NB
2025-07-15 16:19:41.252,101,0.4178216,-0.02033839,-0.006875075,-0.9082755,310.5998,2.748045,359.6032,0,NB
2025-07-15 16:19:41.284,102,0.4169917,-0.01915807,-0.008653868,-0.9086673,310.6991,2.425759,359.978,0,NB
2025-07-15 16:19:41.319,103,0.4170049,-0.01649792,-0.01130887,-0.9086841,310.6921,1.806285,0.5969605,0,NB
2025-07-15 16:19:41.340,104,0.4179773,-0.0148336,-0.01203988,-0.9082566,310.5694,1.487305,0.8343459,0,NB
2025-07-15 16:19:41.374,105,0.4184957,-0.01285201,-0.01330273,-0.9080306,310.5045,1.076785,1.182291,0,NB
2025-07-15 16:19:41.407,106,0.4186121,-0.01103729,-0.0146303,-0.9079803,310.4912,0.6877849,1.529115,0,NB
2025-07-15 16:19:41.441,107,0.4168499,-0.009454492,-0.01569856,-0.9087907,310.7157,0.3598141,1.814216,0,NB
2025-07-15 16:19:41.474,108,0.412834,-0.008468213,-0.01531985,-0.9106381,311.2235,0.2411691,1.818276,0,NB
2025-07-15 16:19:41.495,109,0.4092843,-0.007805933,-0.01497381,-0.9122508,311.6711,0.1710505,1.804007,0,NB
2025-07-15 16:19:41.529,110,0.4017041,-0.006725449,-0.01401239,-0.9156377,312.6235,0.0895573,1.714215,0,NB
2025-07-15 16:19:41.562,111,0.3939515,-0.005111492,-0.01348791,-0.9190181,313.5948,359.8976,1.725557,0,NB
2025-07-15 16:19:41.608,112,0.3813063,-0.003179043,-0.01473275,-0.924326,315.1708,359.5671,2.004869,0,NB
2025-07-15 16:19:41.631,113,0.3693652,-0.00276403,-0.01702597,-0.9291244,316.649,359.4137,2.332672,0,NB
2025-07-15 16:19:41.665,114,0.3512168,-0.004292537,-0.02104492,-0.9360479,318.8759,359.4868,2.768396,0,NB
2025-07-15 16:19:41.699,115,0.3345552,-0.004984223,-0.02381618,-0.9420621,320.907,359.5168,3.067899,0,NB
2025-07-15 16:19:41.733,116,0.3148467,-0.005705046,-0.02576576,-0.9487758,323.2924,359.6141,3.239192,0,NB
2025-07-15 16:19:41.766,117,0.2955959,-0.005583637,-0.02607088,-0.954941,325.6085,359.6703,3.229732,0,NB
2025-07-15 16:19:41.800,118,0.280868,-0.004366097,-0.02450641,-0.9594237,327.3737,359.6334,3.033642,0,NB
2025-07-15 16:19:41.813,119,0.2736607,-0.004580828,-0.02397654,-0.9615166,328.2322,359.7093,2.939606,0,NB
2025-07-15 16:19:41.867,120,0.2272574,-0.008469398,-0.02321287,-0.9735213,333.7127,0.3795753,2.643195,0,NB
2025-07-15 16:19:41.900,121,0.2138461,-0.009881556,-0.0203951,-0.9766046,335.286,0.6671948,2.246577,0,NB
2025-07-15 16:19:41.914,122,0.214306,-0.009823374,-0.01918523,-0.9765289,335.233,0.6917539,2.099132,0,NB
2025-07-15 16:19:41.966,123,0.19974,-0.01239181,-0.02026271,-0.9795612,336.9324,1.007821,2.164378,0,NB
2025-07-15 16:19:41.999,124,0.194389,-0.013559,-0.0231342,-0.9805581,337.5519,1.090943,2.48655,0,NB
2025-07-15 16:19:42.012,125,0.1881493,-0.01429848,-0.02430906,-0.9817356,338.2769,1.167429,2.612852,0,NB
2025-07-15 16:19:42.067,126,0.1715376,-0.01454444,-0.02600476,-0.984727,340.2089,1.201071,2.815909,0,NB
2025-07-15 16:19:42.099,127,0.1595069,-0.01170231,-0.02456431,-0.9868218,341.616,0.9213855,2.702761,0,NB
2025-07-15 16:19:42.113,128,0.1511979,-0.009718721,-0.02423611,-0.9881586,342.5853,0.7132934,2.700727,0,NB
2025-07-15 16:19:42.177,129,0.1325293,-0.006172007,-0.02414308,-0.9908659,344.7557,0.3463333,2.745197,0,NB
2025-07-15 16:19:42.190,130,0.1243738,-0.005738579,-0.02481624,-0.9919086,345.6988,0.3081366,2.827674,0,NB
2025-07-15 16:19:42.243,131,0.09444964,-0.005640203,-0.02492704,-0.9952016,349.1479,0.3802323,2.833484,0,NB
2025-07-15 16:19:42.256,132,0.08895934,-0.005073179,-0.02388407,-0.995736,349.7815,0.3407983,2.717635,0,NB
2025-07-15 16:19:42.312,133,0.07780403,-0.003768311,-0.02431745,-0.996665,351.0674,0.2161924,2.778457,0,NB
